company,job_title,country,city,district,job_type
Sketch-tech,Full Stack Developer,Egypt,Alexandria,Glim,Full Time
Confidential,Senior Backend Developer (.NET Core),Egypt,Cairo,,Full Time
Tidal,Dot Net Web Developer,Egypt,Cairo,,Full Time
Tidal,Dot Net Web Developer,Egypt,Cairo,,Shift Based
Osolutions,Full Stack wordpress Developer,Egypt,Cairo,Sheraton,Full Time
Confidential,Senior Odoo Developer - (Onsite),Egypt,Cairo,New Nozha,Full Time
Safa Soft,Front End Developer,Egypt,Cairo,Maadi,Full Time
Nahdet Misr Publishing Group,IT Clerk,Egypt,Giza,,Full Time
Nahdet Misr Publishing Group,SAP SD CX function consultant,Egypt,Giza,,Full Time
iStoria,Senior Backend Developer (PHP),Egypt,Cairo,,Full Time
Safa Soft,UX Designer,Egypt,Cairo,Maadi,Full Time
Fruitful Solutions,C++ / Qt Developer,Egypt,Cairo,New Nozha,Full Time
Confidential,Software Development Team Leader,Egypt,Cairo,,Full Time
Sky Distribution,Application Support - Microsoft dynamic Ax,Egypt,Giza,Sheikh Zayed,Full Time
Confidential,Senior IT Infrastructure Engineer,Egypt,Cairo,,Full Time
Softec Technologies,Senior Scrum Master,Egypt,Cairo,,Full Time
Injaz Tech for advanced systems,IT Sales Manager (integrated solutions),Egypt,Cairo,Heliopolis,Full Time
Confidential,Developer Engineer .NET,Egypt,Giza,6th of October,Full Time
DX Republic,UI UX Designer,Egypt,Cairo,,Full Time
DEVOPSOLUTION,Senior Flutter Developer,Egypt,Cairo,Nasr City,Full Time
BI-Technologies,Software Quality Assurance Engineer (Process Improvement),Egypt,Cairo,New Cairo,Full Time
Confidential,Senior .NET Developer,Egypt,Cairo,Nasr City,Full Time
Obeikan Digital Solutions,Integration Engineer,Egypt,Cairo,,Full Time
Confidential,Senior Software Quality Control Engineer (Nasr City),Egypt,Cairo,Nasr City,Full Time
Easy Cash,Senior Software Quality Engineer,Egypt,Cairo,Heliopolis,Full Time
Easy Cash,Senior Backend Developer (PHP),Egypt,Cairo,Heliopolis,Full Time
Easy Cash,DevOps Engineer,Egypt,Cairo,Heliopolis,Full Time
TRIMETIS,Senior Full Stack Developer Angular and Java,Egypt,Cairo,Maadi,Full Time
TRIMETIS,Senior Full Stack Developer Angular and Java,Egypt,Cairo,Maadi,Work From Home
Confidential,Full Stack Team Lead,Egypt,Cairo,Maadi,Full Time
Tafeel,Senior Quality Control Engineer,Egypt,Cairo,Nasr City,Full Time
Latalia,IT Account Manager,Egypt,Cairo,,Work From Home
FlapKap,Sr. Backend Software Engineer,Egypt,Cairo,Maadi,Full Time
MakanE Company,Senior Software Sales Representative,Egypt,Cairo,,Full Time
JRM for Communications,Communications Field Engineer,Egypt,Cairo,Nasr City,Full Time
JRM for Communications,Odoo Developer,Egypt,Cairo,Nasr City,Full Time
Tafeel,Senior UI/UX Designer,Egypt,Cairo,Nasr City,Full Time
Charterhouse Middle East,3D Visualizer (Specializing in Cinema 4D),United Arab Emirates,Dubai,,Full Time
flydubai,Senior Analyst (Vendor Management) – IT PMO & Partnerships,United Arab Emirates,Dubai,,Full Time
Veeseven Child Protective,E -Commerce APP Builder Intern,United Arab Emirates,Dubai,,Full Time
Merck Sharp & Dohme Corp,CRM Intern,United Arab Emirates,Dubai,,Full Time
Merck Sharp & Dohme Corp,Data Science Intern,United Arab Emirates,Dubai,,Full Time
Trapeze,Senior Field Support Engineer,United Arab Emirates,Dubai,,Full Time
Merck Sharp & Dohme Corp,Intern for TMC&F,United Arab Emirates,Dubai,,Full Time
Merck Sharp & Dohme Corp,Data Analytics Intern,United Arab Emirates,Dubai,,Full Time
Merck Sharp & Dohme Corp,Web Developer,United Arab Emirates,Dubai,,Full Time
Wicresoft,Technical Support Engineer-Freelancer,Egypt,Cairo,,Freelance / Project
Four Seasons Hotels and Resorts,Server - PenRose,United Arab Emirates,Dubai,,Full Time
Confidential,IT Officer,Egypt,Giza,,Full Time
BSmart,Senior Software Sales Representative,Egypt,Cairo,Maadi,Full Time
Confidential,Senior Devops Engineer,Egypt,Cairo,Nasr City,Full Time
Confidential,Technical Support Engineer,Egypt,Cairo,Nasr City,Full Time
Confidential,IT Apps Delivery Manager,Egypt,Cairo,Nasr City,Full Time
Confidential,Business Analyst,Egypt,Cairo,Nasr City,Full Time
Jessour Misr,Junior IT Specialist,Egypt,Giza,Abu Rawash,Full Time
Horizon Agency,Senior Full Stack Developer,Egypt,Cairo,New Cairo,Full Time
Horizon Agency,WordPress Developer,Egypt,Cairo,New Cairo,Full Time
LINK Development,.Net Development Manager,Egypt,Cairo,Maadi,Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,IT Help Desk Engineer,Egypt,Giza,6th of October,Full Time
Perfect Presentation,Quality Control Engineer,Egypt,Giza,6th of October,Full Time
Safa Soft,Scrum Master,Egypt,Cairo,Maadi,Full Time
Confidential,Network Engineer,Egypt,Cairo,Maadi,Full Time
Confidential,IT Help Desk Technician,Egypt,Cairo,Basatin,Full Time
ICIS,Full Stack Team Lead .Net & Angular,Egypt,Cairo,New Cairo,Full Time
ICIS,Senior Full Stack Developer .Net + Angular,Egypt,Cairo,New Cairo,Full Time
PETC,Senior SEO / Senior Search Engine Optimization,Egypt,Giza,Mohandessin,Full Time
Confidential,Senior Backend Software Engineer - (.Net),Egypt,Cairo,,Full Time
Holix,Python Web Developer - Graduate Position,Egypt,Cairo,,Full Time
"Honeywell International, Inc.",Cyber Security Architect/Engineer ll-ICS/OT-Saudi National Only,Saudi Arabia,Riyadh,,Full Time
Ejada,.NET production Support Engineer (KSA),Saudi Arabia,Riyadh,,Full Time
ManpowerGroup Middle East,DLP Engineer,Saudi Arabia,Riyadh,,Full Time
BDO Esnad,IT Voice Administrator,Egypt,Cairo,Maadi,Full Time
The Address Investments for Real Estate Consultancy,Senior SEO Specialist,Egypt,Cairo,New Cairo,Full Time
Confidential,UI UX Designer,Egypt,Cairo,Maadi,Full Time
ACT Advanced Computer Technology,Network & Security Senior Specialist,Egypt,Cairo,,Full Time
Confidential,IT Technical Support Specialist,Egypt,Cairo,Nasr City,Full Time
intella,Backend Developer,Egypt,Giza,Dokki,Full Time
Algoriza,Technical SME Engineer,Egypt,Giza,,Full Time
eSense,Sr. Mobile Developer,Jordan,Amman,,Full Time
Asset Technology Group,.Net Technical Lead,Egypt,Cairo,Sheraton,Full Time
Asset Technology Group,Sr. Java Developer,Egypt,Cairo,Sheraton,Full Time
Kgroup,Senior System and Network Administrator,Egypt,Cairo,,Full Time
Kgroup,IT Help Desk,Egypt,Cairo,,Full Time
Zewail City,Senior Backend Developer - Part Time,Egypt,Giza,6th of October,Part Time
Charterhouse Middle East,Azure Cloud Administrator,United Arab Emirates,Dubai,,Full Time
Sio365,ENQUIRY FOR OBSTACLES PRODUCTS,United Arab Emirates,Dubai,,Full Time
Sio365,RFQ - BEST RATE FOR SUPPLY OF DOOR KICK PLATE,United Arab Emirates,Dubai,,Full Time
Technotown,Odoo Developer,Egypt,Cairo,,Full Time
Teachanywhere,"business management and individuals and societies, dubai",United Arab Emirates,Dubai,,Full Time
Kgroup,IT Operations Manager,Egypt,Cairo,,Full Time
Safa Soft,Senior PHP Developer (Laravel),Egypt,Cairo,Maadi,Full Time
Breadfast,Quality Control Inspector,Egypt,Cairo,,Full Time
Smart Cards application,Senior Database Administrator,Egypt,Giza,6th of October,Full Time
Cepack,Technical Support Specialist-Cairo,Egypt,Cairo,,Full Time
Cepack,Technical Support Specialist,Egypt,Alexandria,Bourj Alarab,Full Time
Informatique Education,Senior Front End Developer,Egypt,Cairo,,Full Time
3D Diagnostix,Senior Back-End Developer (Node Js),Egypt,Cairo,Maadi,Full Time
Royal Cyber,Scrum Master- saudi national,Saudi Arabia,Riyadh,,Full Time
Confidential,IT Help Desk,Egypt,Suez,,Full Time
conveyou,Junior Application tester and quality control,Egypt,Cairo,,Full Time
etmana,Senior Front End Developer Angular,Egypt,Cairo,Katameya,Full Time
VAS Integrated Solutions,Cloud Architect,Egypt,Cairo,,Full Time
MenaBev Jobs,Technician - Mechanical,Saudi Arabia,Jeddah,,Full Time
NOMAC,Electrical Technician - Ar Ras,Saudi Arabia,Riyadh,,Full Time
Raya Holding for Financial Investments,Senior Engineer (Customer Services),Egypt,Cairo,,Full Time
Alert International,3d visualiser,United Arab Emirates,Dubai,,Full Time
Olivery,Technical Support Engineer,Egypt,Cairo,,Full Time
Confidential,Second Line Support and Network & Data Engineer.,Egypt,Cairo,Obour City,Full Time
Confidential,Second Line Support and Systems & Security Engineer.,Egypt,Cairo,Obour City,Full Time
International Advanced,ELV Project Sales Engineer,Saudi Arabia,Riyadh,,Full Time
3S Software,Business Analyst,Egypt,Cairo,Nasr City,Full Time
Confidential,Help Desk Engineer.,Egypt,Cairo,Obour City,Full Time
Alexandria Business Association- SMEs Project,Information & Network security Engineer,Egypt,Alexandria,Mahta Alraml,Full Time
El Banna Group Company,IT Senior system admin- nearby to 10th of Ramadan,Egypt,Sharqia,10th of Ramadan City,Full Time
Wood,PMC Senior Process Engineer - Propane Dehydrogenation,United Arab Emirates,Dubai,,Full Time
Wood,Process Engineer - Automation,United Arab Emirates,Dubai,,Full Time
Wood,Senior Estimator – Contracts and Services,United Arab Emirates,Dubai,,Full Time
Raytheon,Senior Administration Analyst,Saudi Arabia,Riyadh,,Full Time
UrbaCon Contracting & Trading Company,Technical Manager,Qatar,Doha,,Full Time
Four Seasons Hotels and Resorts,Assistant Server - Room Service,United Arab Emirates,Dubai,,Full Time
Confidential,PHP Developer,Egypt,Dakahlia,Talkha,Full Time
Alexandria For Programming,Senior PHP Laravel Developer - Saudi Arabaia - Remotely,Saudi Arabia,Riyadh,,Full Time
Dimofinf Operations Center,Scrum Master,Egypt,Cairo,Nasr City,Full Time
Confidential,Software Quality Control Engineer,Egypt,Alexandria,,Full Time
McKinsey & Company,Business Analyst Intern,United Arab Emirates,Abu Dhabi,,Full Time
MTS-IT,Back end Support,Egypt,Cairo,Maadi,Full Time
Career Raiser,"VB.C#.NET, 3.5/4.0 framework, ASP.NET Developer",United Arab Emirates,Dubai,,Full Time
CommuniCare Health,Maintenance Technician,Egypt,Alexandria,,Full Time
EducoHire,Required - Chemistry teacher,United Arab Emirates,Abu Dhabi,,Full Time
Sio365,BOLLARD,United Arab Emirates,Dubai,,Full Time
EducoHire,Required - Head of elementary,United Arab Emirates,Abu Dhabi,,Full Time
Optasia,"QA Engineer, Fintech",Egypt,Cairo,,Full Time
Octane solutions,Senior Devops Engineer,Egypt,Cairo,,Full Time
Optasia,"Software Engineer - Backend, Fintech",Egypt,Cairo,,Full Time
FlairsTech,Senior Jasper Developer/Admin,Egypt,Cairo,Maadi,Full Time
Taffi Inc.,"Senior UI/UX Designer Remote, Saudi Arabia · Posted 19 April, 2022",Saudi Arabia,Riyadh,,Full Time
Taffi Inc.,"Senior UI/UX Designer Remote, Saudi Arabia · Posted 19 April, 2022",Saudi Arabia,Riyadh,,Work From Home
EducoHire,Required - English Teachers High School,United Arab Emirates,Abu Dhabi,,Full Time
EducoHire,Required - Physics teacher,United Arab Emirates,Abu Dhabi,,Full Time
EducoHire,Required - Math high school Teacher,United Arab Emirates,Abu Dhabi,,Full Time
Career Raiser,Senior Buying Manager - Accessories,United Arab Emirates,Dubai,,Full Time
Caduceus Lane,IT Operation Team Lead,Egypt,Alexandria,San Stefano,Full Time
Confidential,Quality Assurance Testing Engineer,Egypt,Giza,Mohandessin,Full Time
Arabia for Information Technology,System Administrator,Egypt,Cairo,,Full Time
Confidential,IT Specialist,Egypt,Cairo,Obour City,Full Time
Asass,SAP system admin (SAP Business One),Egypt,Cairo,Heliopolis,Full Time
Amer Vision Group,IT Help Desk,Egypt,Cairo,Sheraton,Full Time
Millensys,Technical Writer,Egypt,Cairo,New Cairo,Full Time
Weill Cornell Medicine-Qatar,Research Specialist Level 3,Qatar,Doha,,Full Time
Confidential,Senior Full Stack Developer (Angular / Java),Egypt,Cairo,,Full Time
Confidential,Senior Full Stack Developer (Angular / Java),Egypt,Cairo,,Work From Home
Ministry of Defense -Medical Services Directorate,Nursing Excellence Facilitator,Saudi Arabia,Riyadh,,Full Time
Servmix,System Administrator,Egypt,Cairo,,Full Time
classera,ERP Implementer - Odoo,Egypt,Cairo,New Cairo,Full Time
classera,ERP Implementer - Odoo,Egypt,Cairo,New Cairo,Work From Home
GoodsMart,Full Stack Developer (.Net & Angular),Egypt,Cairo,Zamalek,Full Time
Agolo Egypt,Senior QA Engineer,Egypt,Cairo,,Full Time
eVision,Power BI Developer,Egypt,Cairo,New Cairo,Full Time
Confidential,Android Developer,Egypt,Dakahlia,Talkha,Full Time
SellEnvo,Laravel and Vue.js Developer with API Integration Experience,Netherlands,Rotterdam,,Full Time
SellEnvo,Laravel and Vue.js Developer with API Integration Experience,Netherlands,Rotterdam,,Part Time
SellEnvo,Laravel and Vue.js Developer with API Integration Experience,Netherlands,Rotterdam,,Work From Home
Obeikan Digital Solutions,Backend PHP,Egypt,Cairo,,Full Time
Obeikan Digital Solutions,Quality Control Engineer,Egypt,Cairo,,Full Time
Obeikan Digital Solutions,Frontend Angular,Egypt,Cairo,,Full Time
Obeikan Digital Solutions,Node JS Developer,Egypt,Cairo,New Cairo,Full Time
Informatique Education,.NET WEB DEVELOPER (Web Forms),Egypt,Cairo,,Full Time
Kyan Labs,Laravel Developer,Egypt,Cairo,Maadi,Full Time
Al Ahly Momkn for e-payment,Senior Testing Engineer,Egypt,Cairo,Maadi,Full Time
Confidential,IT Help Desk,Egypt,Cairo,,Full Time
Confidential,Partnership Manager,Egypt,Cairo,Nasr City,Full Time
Allsopp & Allsopp Recruitment,Electronics Design and Development Engineer,United Arab Emirates,Dubai,,Full Time
Jacobs Engineering Group Inc,Outdoor Environmental Comfort SME,Saudi Arabia,Riyadh,,Full Time
BitOasis,Sr. Custody & Exchange Operations Manager,United Arab Emirates,Dubai,,Full Time
Bureau Veritas Group,Lead Engineer,Saudi Arabia,Riyadh,,Full Time
saab group,Project Manager Radar,United Arab Emirates,Dubai,,Full Time
AECOM,Project Manager - Roads Infrastructure,United Arab Emirates,Al Ain,,Full Time
"Fortinet, Inc",Systems Engineer - Abu Dhabi,United Arab Emirates,Abu Dhabi,,Full Time
Confidential,Cyber Security Engineer,Egypt,Giza,,Full Time
Jordan Dreams,"Senior Director, CSS Global SaaS and Applications Delivery",United Arab Emirates,Dubai,,Full Time
Oracle - Egypt,"Senior Director, CSS Global SaaS and Applications Delivery",Saudi Arabia,Riyadh,,Full Time
Teachanywhere,"high school maths teachers - abu dhabi, jan 2024",United Arab Emirates,Dubai,,Full Time
"Halliburton Energy Services, Inc.",Field Service Rep. I - Drilling Fluids,Egypt,Cairo,,Full Time
Suraasa,"Teacher Assistant, .",United Arab Emirates,Dubai,,Full Time
Doka USA LTD,Logistics Manager | Middle East Africa & Asia Pacific Utd.Arab Emir. Dubai,United Arab Emirates,Dubai,,Full Time
Nathan & Nathan,HR Project Associate (Contract),United Arab Emirates,Dubai,,Full Time
FWS Group,Business Analyst Intern,United Arab Emirates,Dubai,,Full Time
"SABIS® Network Schools UAE, Oman, Qatar and Bahrain",Would you like to teach in and around Dubai?,United Arab Emirates,Dubai,,Full Time
NotionAce Consulting FZE,IT Project Management Intern,United Arab Emirates,Dubai,,Full Time
ERP-Bank,Sales Manager,Egypt,Alexandria,Sidi Gaber,Full Time
Charterhouse Middle East,IT Service Delivery Specialist (UAE National),United Arab Emirates,Dubai,,Full Time
Persistence Recruitment,eCommerce - Solutions Architect,Saudi Arabia,Riyadh,,Full Time
Jumia Technologies AG,IT Support Agent - Jumia (Full Time),Egypt,Cairo,,Full Time
flydubai,Senior Engineer - Agile DevSecOps,United Arab Emirates,Dubai,,Full Time
Arabic Localizer,Junior Web Developer (Back-End) - Alexandria,Egypt,Alexandria,San Stefano,Full Time
Galaxy Consulting Solutions (G.C.S),SAP FICO - TRM - COPA - FUND Consultant,Egypt,Cairo,Nasr City,Full Time
softprograms,Oracle HCM Consultant,Egypt,Cairo,Nasr City,Full Time
"Fortinet, Inc",Solutions Account Manager - SASE North Gulf,Qatar,Doha,,Full Time
BitOasis,Senior FP&A Manager,United Arab Emirates,Dubai,,Full Time
Persistence Recruitment,Construction Apps - Solution Designer,Saudi Arabia,Riyadh,,Full Time
Persistence Recruitment,Construction Apps - Solutions Architect,Saudi Arabia,Riyadh,,Full Time
Persistence Recruitment,CRM - Solutions Architect,Saudi Arabia,Riyadh,,Full Time
S.C. Johnson & Son Inc,Senior Analyst - Accounting,Egypt,Cairo,,Full Time
"Fortinet, Inc",Solutions Account Manager - Cloud (North Gulf),Qatar,Doha,,Full Time
Jacobs Technology Inc.,Outdoor Environmental Comfort SME,Saudi Arabia,Riyadh,,Full Time
Qureos,Collection Executive - candidzone,Qatar,Doha,,Full Time
Merck Sharp & Dohme Corp,Senior Financial Analyst,Egypt,Cairo,,Full Time
NMC Healthcare,SONOGRAPHER,United Arab Emirates,Abu Dhabi,,Full Time
Loyapro,Software Engineer Asp.net,Saudi Arabia,Riyadh,,Full Time
Petrofac,Assistant I - Quality,United Arab Emirates,Dubai,,Full Time
Giza Arabia Systems,Head of Presales - EG - EBS,Egypt,Cairo,,Full Time
FlairsTech,Technical Trainer,Egypt,Cairo,,Full Time
Persistence Recruitment,eCommerce - Solution Designer,Saudi Arabia,Riyadh,,Full Time
Persistence Recruitment,CRM - Solutions Designer,Saudi Arabia,Riyadh,,Full Time
Almoosa Specialist Hospital,Cyber Security Engineer,Saudi Arabia,Riyadh,,Full Time
Al Futtaim Group - Other locations,Warehouse Assistant | Al Futtaim Automotive | Supply Chain | Global Aftersales,United Arab Emirates,Dubai,,Full Time
Hawk-Eye Innovations Ltd,Football Systems Operator - UAE,United Arab Emirates,Dubai,,Full Time
Persistence Recruitment,Construction Apps - Solutions Delivery Manager,Saudi Arabia,Riyadh,,Full Time
Persistence Recruitment,BIM Solutions Designer,Saudi Arabia,Riyadh,,Full Time
ADCB Abu Dhabi Commercial Bank,Senior Manager – Trade Product Management,United Arab Emirates,Dubai,,Full Time
Beach Rotana,Bell Attendant,United Arab Emirates,Abu Dhabi,,Full Time
Al Futtaim Group - Other locations,Warehouse Supervisor | Al Futtaim Automotive | Supply Chain | Global Aftersales,United Arab Emirates,Dubai,,Full Time
Persistence Recruitment,IT Business Analyst - Saudi National Preferred,Saudi Arabia,Riyadh,,Full Time
IBM WTC Egypt,Application Developer-Java & Web Technologies,Egypt,Cairo,,Full Time
Villa Rotana,Front Desk Agent,United Arab Emirates,Dubai,,Full Time
Etihad Airways,Senior Data & Analytics Specialist,United Arab Emirates,Abu Dhabi,,Full Time
UHRS,Technical Engineer,United Arab Emirates,Dubai,,Full Time
Persistence Recruitment,CRM - Solutions Delivery Manager,Saudi Arabia,Riyadh,,Full Time
Persistence Recruitment,BIM Solutions Architect,Saudi Arabia,Riyadh,,Full Time
Abu Dhabi School of Management,IT Support Assitant,United Arab Emirates,Dubai,,Full Time
ManpowerGroup Middle East,Project Manager - SKID,United Arab Emirates,Dubai,,Full Time
ManpowerGroup Middle East,Business Analyst,United Arab Emirates,Dubai,,Full Time
Giza Arabia Systems,Head of Technical Delivery- Government Business Solutions,Egypt,Cairo,,Full Time
Allsopp & Allsopp Recruitment,IT Manager,United Arab Emirates,Dubai,,Full Time
Persistence Recruitment,eCommerce - Solutions Delivery Manager,Saudi Arabia,Riyadh,,Full Time
Tencent,Principal Solution Architect - EdgeOne,United Arab Emirates,Dubai,,Full Time
Wood,Graduate Process Engineer-UAE National,United Arab Emirates,Dubai,,Full Time
"Three Saints Bay, LLC",Computer System Support Specialist (3597),Kuwait,Kuwait City,,Full Time
Cargoes,TECHNICIAN - REEFER,United Arab Emirates,Dubai,,Full Time
AWS EMEA SARL (Saudi Arabia Branch),Solutions Architect Intern,Saudi Arabia,Riyadh,,Full Time
FlairsTech,Senior Python Developer,Egypt,Cairo,,Full Time
Sutherland,English Customer Support - PREMIUM,Egypt,Cairo,New Cairo,Full Time
Sceel.io,Next JS developer,Egypt,Cairo,Maadi,Full Time
Petrofac,Engineer I - Quality,United Arab Emirates,Dubai,,Full Time
DP World,TECHNICIAN - REEFER,United Arab Emirates,Dubai,,Full Time
flydubai,Senior Officer – Commercial Systems,United Arab Emirates,Dubai,,Full Time
Help AG,DLP Engineer (Symantec),Saudi Arabia,Riyadh,,Full Time
Help AG,Senior Network Security Engineer,Saudi Arabia,Riyadh,,Full Time
Help AG,Strategic Security - GRC Consultant,United Arab Emirates,Dubai,,Full Time
Foreground Consultancy,VP of Engineering,Saudi Arabia,Riyadh,,Full Time
BayanTech,En Ar Reviewer,Egypt,Cairo,,Full Time
Foreground Consultancy,IT Audit Supervisor,Qatar,Doha,,Full Time
Foreground Consultancy,Senior PR Account Manager,Saudi Arabia,Riyadh,,Full Time
Foreground Consultancy,MLRO & Compliance Manager,Saudi Arabia,Riyadh,,Full Time
BD SELECT,Senior HSEQ Trainer,Qatar,Doha,,Full Time
BayanTech,Localization Project Manager,Egypt,Cairo,,Full Time
BayanTech,Offshore Team Leader (Call Center - Dispatching),Egypt,Cairo,,Full Time
BayanTech,Quality Assurance Executive (data analysis- internal auditing),Egypt,Cairo,,Full Time
Foreground Consultancy,Data Governance Manager,Qatar,Doha,,Full Time
Eastern Health Cluster,Assistant Consultant - Neurosurgery,Saudi Arabia,Dammam,,Full Time
Foreground Consultancy,Senior Account Director,Saudi Arabia,Riyadh,,Full Time
Foreground Consultancy,Senior Sales Consultant,Saudi Arabia,Riyadh,,Full Time
Top Notch Consultancy,UI UX,Saudi Arabia,Jeddah,,Full Time
BD SELECT,Onshore Engineering Lead,Qatar,Doha,,Full Time
BD SELECT,Data Warehousing - Oil Gas,Qatar,Doha,,Full Time
Transguard group,Project Administrator,United Arab Emirates,Dubai,,Full Time
Top Notch Consultancy,Pre-sales Solution Architect,Qatar,Doha,,Full Time
Top Notch Consultancy,CRM Business Analyst,Saudi Arabia,Riyadh,,Full Time
Foreground Consultancy,VP Asset Allocator,Kuwait,Kuwait City,,Full Time
Foreground Consultancy,Head of Research & Development,Kuwait,Kuwait City,,Full Time
People One,QA/QC Engineer,Qatar,Doha,,Full Time
BayanTech,Project Manager (Hybrid),Egypt,Cairo,,Full Time
BD SELECT,Assistant Project Manager,Qatar,Doha,,Full Time
Foreground Consultancy,Assistant F&B Manager,Saudi Arabia,Riyadh,,Full Time
Saudi Petroleum Services Polytechnic,Technical Assessment Analyst,Saudi Arabia,Dammam,,Full Time
Nile Creations,UI/UX Web Designer,Egypt,Cairo,Heliopolis,Full Time
34ML,iOS Developer,Egypt,Cairo,Heliopolis,Full Time
34ML,VueJS Frontend Developer,Egypt,Cairo,Heliopolis,Full Time
Foreground Consultancy,Executive Support Specialist,Qatar,Doha,,Full Time
Help AG,Senior Security Consultant - Network,Saudi Arabia,Riyadh,,Full Time
Arabia for Information Technology,Software Quality Control Specialist,Egypt,Cairo,,Full Time
Mekdam Holding Group,Senior Administrative Assistant,Qatar,Doha,,Full Time
Mekdam Holding Group,Road Pavement Specialist,Qatar,Doha,,Full Time
Mekdam Holding Group,Technical Writers (OES),Qatar,Doha,,Full Time
Mekdam Holding Group,SENIOR OPERATIONS ENGINEER (OFFSHORE),Qatar,Doha,,Full Time
Mekdam Holding Group,MP Quality Governance and Management System Lead (T-1541)-2,Qatar,Doha,,Full Time
Mekdam Holding Group,Control System Engineer (E&P),Qatar,Doha,,Full Time
Mekdam Holding Group,Senior Application Expert [Administration],Qatar,Doha,,Full Time
Mekdam Holding Group,Head Project Engineer Utilities / Offsite (EPC-1) (N-1606),Qatar,Doha,,Full Time
Mekdam Holding Group,Telecommunications,Qatar,Doha,,Full Time
Foreground Consultancy,Event Project Manager,Saudi Arabia,Riyadh,,Full Time
Mekdam Holding Group,Lead of Process/Utilities (F-4212-Q),Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Quality BGD - Lean Gas Lines (N-1961)-2,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Security and Emergency Response (S-1521) - 3,Qatar,Doha,,Full Time
Mekdam Holding Group,SR PLANNING AND BUSINESS SUPPORT SPECIALIST,Qatar,Doha,,Full Time
Foreground Consultancy,RFP Specialist,Saudi Arabia,Riyadh,,Full Time
Help AG,Security Consultant - Network,Saudi Arabia,Riyadh,,Full Time
Mekdam Holding Group,Senior SAP Security and GRC Consultant,Qatar,Doha,,Full Time
Mekdam Holding Group,Applications Development Consultant (.NET),Qatar,Doha,,Full Time
Mekdam Holding Group,"Lead of Telecom (F-1307,F-1306, F-1288) - 3",Qatar,Doha,,Full Time
Mekdam Holding Group,ICSS Lead Utilities EPC-1,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Internal Project Interfaces Shared Resources (F-1298-Q)-3,Qatar,Doha,,Full Time
Mekdam Holding Group,TPC Operator,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead Project Assessment (E-1235-Q),Qatar,Doha,,Full Time
Mekdam Holding Group,Senior SAP JVA Techno-Functional Consultant.,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Planning COMP1/3 (F-1210-Q),Qatar,Doha,,Full Time
Mekdam Holding Group,UAT Tester,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Project Engineering COMP3 (F-4322-Q)-2,Qatar,Doha,,Full Time
Mekdam Holding Group,Senior Structural Engineer,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Electrical Offplots Shared Resource (N-2731-1),Qatar,Doha,,Full Time
Mekdam Holding Group,Senior Engineer (IT),Qatar,Doha,,Full Time
Mekdam Holding Group,Senior Application Analyst,Qatar,Doha,,Full Time
Mekdam Holding Group,DEVELOPMENT ENGINEER,Qatar,Doha,,Full Time
Foreground Consultancy,Senior Legal Manager,Saudi Arabia,Riyadh,,Full Time
Foreground Consultancy,Network Admin Support Lead,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Interface NFS EPC-2 (N-1617),Qatar,Doha,,Full Time
Mekdam Holding Group,Head Project Controls EPC-2 (N-1965),Qatar,Doha,,Full Time
Mekdam Holding Group,Specialist EPM Solutions (Oracle),Qatar,Doha,,Full Time
Mekdam Holding Group,Project Controls Specialist EPC-4 (N-2025) - 2,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Static Equipment Shared Resources (F-1247-3-Q),Qatar,Doha,,Full Time
QARA,Product Owner,Egypt,Cairo,New Cairo,Full Time
Mekdam Holding Group,ICSS Lead Utilities EPC-1 (N-1884) - 3,Qatar,Doha,,Full Time
Mekdam Holding Group,QA/QC Engineer,Qatar,Doha,,Full Time
Mekdam Holding Group,SAP Sr FICO Techno Functional Consultant,Qatar,Doha,,Full Time
Mekdam Holding Group,Instrumentation Lead Utilities EPC-1 (N-1881),Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Execution (Offshore) - E-1230-Q,Qatar,Doha,,Full Time
Mekdam Holding Group,Security Lead,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Planning COMP1/3 Shared Resources,Qatar,Doha,,Full Time
Mekdam Holding Group,Traffic Signals,Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Site Planning EPC-3/4 (N-1217-1),Qatar,Doha,,Full Time
Mekdam Holding Group,Business Systems Integration Manager,Qatar,Doha,,Full Time
Mekdam Holding Group,Head of System Completion COMP1 (F-4480-Q),Qatar,Doha,,Full Time
Mekdam Holding Group,Lead of Transportation and Installation Execution for Pipelines/Cables (F-1283-Q)-2,Qatar,Doha,,Full Time
Mekdam Holding Group,Training Instructors (OES),Qatar,Doha,,Full Time
Top Notch Consultancy,Technical Consultant,Qatar,Doha,,Full Time
idaco,Hardware Design Engineer,Egypt,Giza,6th of October,Full Time
idaco,flutter developer,Egypt,Giza,6th of October,Full Time
