company,job_title,country,city,district,job_category
CrossWorkers,Full-Stack Java Developer (Java &Angular),Egypt,Cairo,New Cairo,IT/Software Development
Trufla,Senior Software Business Analyst,Egypt,Cairo,Heliopolis,IT/Software Development
Trufla,Senior Software Business Analyst,Egypt,Cairo,Heliopolis,Engineering - Telecom/Technology
Sceel.io,Senior Talend Architect,Egypt,Cairo,Maadi,Engineering - Construction/Civil/Architecture
Sceel.io,Senior Talend Architect,Egypt,Cairo,Maadi,Creative/Design/Art
Sceel.io,Senior Talend Architect,Egypt,Cairo,Maadi,IT/Software Development
Sceel.io,Data Solution Architect,Egypt,Cairo,Maadi,Customer Service/Support
Sceel.io,Data Solution Architect,Egypt,Cairo,Maadi,IT/Software Development
Sceel.io,Data Solution Architect,Egypt,Cairo,Maadi,Engineering - Telecom/Technology
Confidential,IT Responsible,Egypt,Alexandria,Bourj Alarab,Installation/Maintenance/Repair
Confidential,IT Responsible,Egypt,Alexandria,Bourj Alarab,IT/Software Development
Confidential,IT Responsible,Egypt,Alexandria,Bourj Alarab,Engineering - Telecom/Technology
Sceel.io,Data Management Consultant,Egypt,Cairo,Maadi,IT/Software Development
Sceel.io,Data Management Consultant,Egypt,Cairo,Maadi,Operations/Management
Sceel.io,Data Management Consultant,Egypt,Cairo,Maadi,Engineering - Telecom/Technology
CyberX,UI UX Designer,Egypt,Cairo,,Creative/Design/Art
CyberX,UI UX Designer,Egypt,Cairo,,IT/Software Development
CyberX,Unity Game Developer 3D,Egypt,Cairo,,Creative/Design/Art
CyberX,Unity Game Developer 3D,Egypt,Cairo,,IT/Software Development
Cryptostart,Founder,United Arab Emirates,Dubai,,IT/Software Development
Cryptostart,Founder,United Arab Emirates,Dubai,,Marketing/PR/Advertising
Cryptostart,Founder,United Arab Emirates,Dubai,,Sales/Retail
Sio365,COLD STORAGE,United Arab Emirates,Dubai,,IT/Software Development
Sio365,COLD STORAGE,United Arab Emirates,Dubai,,Logistics/Supply Chain
Sio365,COLD STORAGE,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Jasara Program Management Company,Testing & Commissioning Manager (Systems MEP) - THE LINE,Saudi Arabia,Riyadh,,IT/Software Development
Jasara Program Management Company,Testing & Commissioning Manager (Systems MEP) - THE LINE,Saudi Arabia,Riyadh,,Quality
Jasara Program Management Company,Testing & Commissioning Manager (Systems MEP) - THE LINE,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
"Bts, Llc",Mid-Level All-Source RFI Manager,Kuwait,Kuwait City,,Human Resources
"Bts, Llc",Mid-Level All-Source RFI Manager,Kuwait,Kuwait City,,IT/Software Development
"Bts, Llc",Mid-Level All-Source RFI Manager,Kuwait,Kuwait City,,Engineering - Telecom/Technology
Perfect Presentation,Application Support Engineer,Egypt,Giza,6th of October,IT/Software Development
Applus+,IMS Technician(Onshore/ Offshore),Qatar,Doha,,Installation/Maintenance/Repair
Applus+,IMS Technician(Onshore/ Offshore),Qatar,Doha,,IT/Software Development
Applus+,IMS Technician(Onshore/ Offshore),Qatar,Doha,,Engineering - Telecom/Technology
University of Doha for Science and Technology (UDST),Security Specialist,Qatar,Doha,,Installation/Maintenance/Repair
University of Doha for Science and Technology (UDST),Security Specialist,Qatar,Doha,,IT/Software Development
University of Doha for Science and Technology (UDST),Security Specialist,Qatar,Doha,,Engineering - Telecom/Technology
Professional Recruitment,Infrastructure Engineer,Saudi Arabia,Riyadh,,Installation/Maintenance/Repair
Professional Recruitment,Infrastructure Engineer,Saudi Arabia,Riyadh,,IT/Software Development
Professional Recruitment,Infrastructure Engineer,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Professional Recruitment,Microsoft Dynamics Senior Technical,Saudi Arabia,Riyadh,,IT/Software Development
Professional Recruitment,Microsoft Dynamics Senior Technical,Saudi Arabia,Riyadh,,Sales/Retail
Professional Recruitment,Microsoft Dynamics Senior Technical,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Professional Recruitment,AX Functional Consultant,Saudi Arabia,Riyadh,,Accounting/Finance
Professional Recruitment,AX Functional Consultant,Saudi Arabia,Riyadh,,IT/Software Development
Professional Recruitment,AX Functional Consultant,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
University of Doha for Science and Technology (UDST),"Manager, Student Information Systems",Qatar,Doha,,IT/Software Development
University of Doha for Science and Technology (UDST),"Manager, Student Information Systems",Qatar,Doha,,Operations/Management
University of Doha for Science and Technology (UDST),"Manager, Student Information Systems",Qatar,Doha,,Education/Teaching
World Food Program - Other locations,Monitoring Assistant SC,Egypt,Cairo,,Administration
World Food Program - Other locations,Monitoring Assistant SC,Egypt,Cairo,,IT/Software Development
World Food Program - Other locations,Monitoring Assistant SC,Egypt,Cairo,,Engineering - Telecom/Technology
Expert Apps,Scrum Master,Egypt,Cairo,Maadi,IT/Software Development
Expert Apps,Scrum Master,Egypt,Cairo,Maadi,Project/Program Management
FinBi Finance & Banking Consultants International,Senior Systems Engineer,Egypt,Giza,Dokki,IT/Software Development
FinBi Finance & Banking Consultants International,Senior Technical Support,Egypt,Giza,Dokki,IT/Software Development
FinBi Finance & Banking Consultants International,Senior Network security engineer,Egypt,Giza,Dokki,IT/Software Development
Bevatel,SaaS Product Manager,Egypt,Giza,Dokki,IT/Software Development
Nahr Development,Full-Stack .NET Web Developer,Egypt,Cairo,Mokattam,IT/Software Development
Nahr Development,Full-Stack .NET Web Developer,Egypt,Cairo,Mokattam,Engineering - Telecom/Technology
EGID company,Senior Full Stack Developer,Egypt,Cairo,New Cairo,IT/Software Development
EGID company,Senior Full Stack Developer,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
Al-Meshka,IT Support Engineer,Egypt,Giza,,IT/Software Development
Confidential,Senior React Frontend Developer,Egypt,Cairo,Sheraton,IT/Software Development
International Advanced,Senior PHP Developer,Egypt,Cairo,Nasr City,IT/Software Development
waffarha.com,Product Owner,Egypt,Cairo,Downtown,IT/Software Development
waffarha.com,Product Owner,Egypt,Cairo,Downtown,Project/Program Management
waffarha.com,Product Owner,Egypt,Cairo,Downtown,Engineering - Telecom/Technology
TREX,Sr. Full-Stack Mobile Developer,Egypt,Cairo,,IT/Software Development
Perfect Presentation,SCM Consultant,Egypt,Giza,6th of October,IT/Software Development
Perfect Presentation,HCM Consultant,Egypt,Giza,6th of October,IT/Software Development
Perfect Presentation,Senior Financial Consultant,Egypt,Giza,6th of October,IT/Software Development
eT3 - Tomorrow Information Technology,CVM Application Engineer,Egypt,Cairo,New Cairo,IT/Software Development
eT3 - Tomorrow Information Technology,CVM Application Engineer,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
AK IT Consulting,Odoo Developer,Egypt,Cairo,Nasr City,IT/Software Development
Perfect Presentation,Oracle Apps Technical Consultant,Egypt,Giza,6th of October,IT/Software Development
eT3 - Tomorrow Information Technology,Solution Architect,Egypt,Cairo,New Cairo,IT/Software Development
eT3 - Tomorrow Information Technology,Solution Architect,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
Perfect Presentation,Database Administrator,Egypt,Giza,6th of October,IT/Software Development
eT3 - Tomorrow Information Technology,Test Specialist - Data,Egypt,Cairo,New Cairo,IT/Software Development
eT3 - Tomorrow Information Technology,Test Specialist - Data,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
Confidential,Oracle EBS Senior Techno Consultant,Egypt,Cairo,,IT/Software Development
Dexef,Front End Developer (React.js),Egypt,Cairo,Maadi,Creative/Design/Art
Dexef,Front End Developer (React.js),Egypt,Cairo,Maadi,IT/Software Development
Dexef,Front End Developer (React.js),Egypt,Cairo,Maadi,Engineering - Telecom/Technology
Confidential,Senior Software Developer (C#),Egypt,Cairo,,IT/Software Development
Confidential,Senior Software Developer (C#),Egypt,Cairo,,Quality
Confidential,Senior Software Developer (C#),Egypt,Cairo,,Engineering - Telecom/Technology
Noases,IT Manager,Egypt,Cairo,Nasr City,IT/Software Development
Rentokil Initial,Team Leader - Pest Management,Saudi Arabia,Riyadh,,IT/Software Development
Rentokil Initial,Team Leader - Pest Management,Saudi Arabia,Riyadh,,Sales/Retail
Rentokil Initial,Team Leader - Pest Management,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Nathan & Nathan,Internship (UAE Nationals),United Arab Emirates,Dubai,,IT/Software Development
Nathan & Nathan,Internship (UAE Nationals),United Arab Emirates,Dubai,,Marketing/PR/Advertising
Nathan & Nathan,Internship (UAE Nationals),United Arab Emirates,Dubai,,Engineering - Telecom/Technology
T.EN,V.I.E (Doha) - Treasury officer (Projet NFS) - F/H,Qatar,Doha,,IT/Software Development
T.EN,V.I.E (Doha) - Treasury officer (Projet NFS) - F/H,Qatar,Doha,,Marketing/PR/Advertising
T.EN,V.I.E (Doha) - Treasury officer (Projet NFS) - F/H,Qatar,Doha,,Engineering - Telecom/Technology
HungerStation LTD,Senior Product Manager,Saudi Arabia,Riyadh,,IT/Software Development
HungerStation LTD,Senior Product Manager,Saudi Arabia,Riyadh,,Marketing/PR/Advertising
HungerStation LTD,Senior Product Manager,Saudi Arabia,Riyadh,,Sales/Retail
"Fortinet, Inc",Solutions Account Manager - SASE (Dubai),United Arab Emirates,Dubai,,Customer Service/Support
"Fortinet, Inc",Solutions Account Manager - SASE (Dubai),United Arab Emirates,Dubai,,IT/Software Development
"Fortinet, Inc",Solutions Account Manager - SASE (Dubai),United Arab Emirates,Dubai,,Sales/Retail
Linxon,Global Head of Risk Management,United Arab Emirates,Dubai,,Accounting/Finance
Linxon,Global Head of Risk Management,United Arab Emirates,Dubai,,IT/Software Development
Linxon,Global Head of Risk Management,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
John Wood Group PLC,PMC Senior Instrument & Control Engineer,United Arab Emirates,Dubai,,IT/Software Development
John Wood Group PLC,PMC Senior Instrument & Control Engineer,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
John Wood Group PLC,PMC Senior Instrument & Control Engineer,United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
John Wood Group PLC,Senior Piping Engineer (Material),United Arab Emirates,Dubai,,IT/Software Development
John Wood Group PLC,Senior Piping Engineer (Material),United Arab Emirates,Dubai,,Engineering - Telecom/Technology
John Wood Group PLC,Senior Piping Engineer (Material),United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
Sio365,RFQ FOR W &T GAUGE MAKE : SLB || 23082315_JM,United Arab Emirates,Dubai,,IT/Software Development
Sio365,RFQ FOR W &T GAUGE MAKE : SLB || 23082315_JM,United Arab Emirates,Dubai,,Marketing/PR/Advertising
Sio365,RFQ FOR W &T GAUGE MAKE : SLB || 23082315_JM,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
ADS Emirates LLC (Dubai South On-Shore Branch),"Data Centre Technician - UAE National Only, DCO",United Arab Emirates,Dubai,,Installation/Maintenance/Repair
ADS Emirates LLC (Dubai South On-Shore Branch),"Data Centre Technician - UAE National Only, DCO",United Arab Emirates,Dubai,,IT/Software Development
ADS Emirates LLC (Dubai South On-Shore Branch),"Data Centre Technician - UAE National Only, DCO",United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
"National Oilwell Varco, Inc.","Product Line Manager - Drill Bits EHO (O&G, Sales, Marketing): Dubai Dubai, United Arab Emirates",United Arab Emirates,Dubai,,IT/Software Development
"National Oilwell Varco, Inc.","Product Line Manager - Drill Bits EHO (O&G, Sales, Marketing): Dubai Dubai, United Arab Emirates",United Arab Emirates,Dubai,,Marketing/PR/Advertising
"National Oilwell Varco, Inc.","Product Line Manager - Drill Bits EHO (O&G, Sales, Marketing): Dubai Dubai, United Arab Emirates",United Arab Emirates,Dubai,,Sales/Retail
Rentokil,Team Leader - Pest Management,Saudi Arabia,Riyadh,,IT/Software Development
Rentokil,Team Leader - Pest Management,Saudi Arabia,Riyadh,,Sales/Retail
Rentokil,Team Leader - Pest Management,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Esri,Software Developer I (UI/UX) - Web GIS (Raster & Imagery),United Arab Emirates,Sharjah,,Business Development
Esri,Software Developer I (UI/UX) - Web GIS (Raster & Imagery),United Arab Emirates,Sharjah,,IT/Software Development
Esri,Software Developer I (UI/UX) - Web GIS (Raster & Imagery),United Arab Emirates,Sharjah,,Engineering - Telecom/Technology
Suraasa,"Learning Support Assistant – Primary - Sunmarke School, Inclusion",United Arab Emirates,Dubai,,Customer Service/Support
Suraasa,"Learning Support Assistant – Primary - Sunmarke School, Inclusion",United Arab Emirates,Dubai,,IT/Software Development
Suraasa,"Learning Support Assistant – Primary - Sunmarke School, Inclusion",United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Charterhouse Middle East,Telecommunication Engineer,United Arab Emirates,Dubai,,Installation/Maintenance/Repair
Charterhouse Middle East,Telecommunication Engineer,United Arab Emirates,Dubai,,IT/Software Development
Charterhouse Middle East,Telecommunication Engineer,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
UHRS,Power Apps and Power Automate Developer,United Arab Emirates,Abu Dhabi,,IT/Software Development
UHRS,Power Apps and Power Automate Developer,United Arab Emirates,Abu Dhabi,,Engineering - Telecom/Technology
UHRS,Power Apps and Power Automate Developer,United Arab Emirates,Abu Dhabi,,Engineering - Mechanical/Electrical
FinTech Collective,Integration Engineer - MENA,Egypt,Cairo,,IT/Software Development
FinTech Collective,Integration Engineer - MENA,Egypt,Cairo,,Engineering - Telecom/Technology
FinTech Collective,Integration Engineer - MENA,Egypt,Cairo,,Engineering - Mechanical/Electrical
Vector Construction,Inspectors,United Arab Emirates,Dubai,,IT/Software Development
Vector Construction,Inspectors,United Arab Emirates,Dubai,,Quality
Vector Construction,Inspectors,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Callsign,Product Owner (Data Science & Machine Learning within Fraud),United Arab Emirates,Dubai,,IT/Software Development
Callsign,Product Owner (Data Science & Machine Learning within Fraud),United Arab Emirates,Dubai,,Project/Program Management
Callsign,Product Owner (Data Science & Machine Learning within Fraud),United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Suraasa,"English Language Assistant – Secondary - Sunmarke School, English",United Arab Emirates,Dubai,,Administration
Suraasa,"English Language Assistant – Secondary - Sunmarke School, English",United Arab Emirates,Dubai,,IT/Software Development
Suraasa,"English Language Assistant – Secondary - Sunmarke School, English",United Arab Emirates,Dubai,,Sales/Retail
John Wood Group PLC,PMC Senior Technical Safety Engineer,United Arab Emirates,Dubai,,Engineering - Construction/Civil/Architecture
John Wood Group PLC,PMC Senior Technical Safety Engineer,United Arab Emirates,Dubai,,IT/Software Development
John Wood Group PLC,PMC Senior Technical Safety Engineer,United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
Antal International - Egypt,Dot Net Lead - Backend - Egypt,Egypt,Cairo,,IT/Software Development
Antal International - Egypt,Dot Net Lead - Backend - Egypt,Egypt,Cairo,,Operations/Management
Antal International - Egypt,Dot Net Lead - Backend - Egypt,Egypt,Cairo,,Engineering - Telecom/Technology
Wood,PMC Interface Engineer,United Arab Emirates,Dubai,,Creative/Design/Art
Wood,PMC Interface Engineer,United Arab Emirates,Dubai,,IT/Software Development
Wood,PMC Interface Engineer,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Wood,PMC Senior Telecoms Engineer,United Arab Emirates,Dubai,,IT/Software Development
Wood,PMC Senior Telecoms Engineer,United Arab Emirates,Dubai,,Quality
Wood,PMC Senior Telecoms Engineer,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
AECOM,Senior Engineer - Electrical,United Arab Emirates,Dubai,,IT/Software Development
AECOM,Senior Engineer - Electrical,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
AECOM,Senior Engineer - Electrical,United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
Smith+Nephew,Senior Compliance Specialist MEA,United Arab Emirates,Dubai,,Human Resources
Smith+Nephew,Senior Compliance Specialist MEA,United Arab Emirates,Dubai,,IT/Software Development
Smith+Nephew,Senior Compliance Specialist MEA,United Arab Emirates,Dubai,,Quality
Tie House,IT Specialist,Egypt,Cairo,New Cairo,Installation/Maintenance/Repair
Tie House,IT Specialist,Egypt,Cairo,New Cairo,IT/Software Development
Tie House,IT Specialist,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
Edentech,Senior Front-end position,Egypt,Cairo,Heliopolis,IT/Software Development
IBM WTC Egypt,Remote RTS for Lenovo Products – French Speaking,Egypt,Cairo,,Customer Service/Support
IBM WTC Egypt,Remote RTS for Lenovo Products – French Speaking,Egypt,Cairo,,IT/Software Development
IBM WTC Egypt,Remote RTS for Lenovo Products – French Speaking,Egypt,Cairo,,Engineering - Telecom/Technology
King Faisal Specialist Hospital & Research Centre,"MANAGER, AMBULANCE SERVICES",Saudi Arabia,Medina,,Customer Service/Support
King Faisal Specialist Hospital & Research Centre,"MANAGER, AMBULANCE SERVICES",Saudi Arabia,Medina,,IT/Software Development
King Faisal Specialist Hospital & Research Centre,"MANAGER, AMBULANCE SERVICES",Saudi Arabia,Medina,,Operations/Management
"National Oilwell Varco, Inc.","Quality Engineer (Audit, API/ISO, Welding, QA/QC): Dubai United Arab Emirates and 1",United Arab Emirates,Dubai,,IT/Software Development
"National Oilwell Varco, Inc.","Quality Engineer (Audit, API/ISO, Welding, QA/QC): Dubai United Arab Emirates and 1",United Arab Emirates,Dubai,,Quality
"National Oilwell Varco, Inc.","Quality Engineer (Audit, API/ISO, Welding, QA/QC): Dubai United Arab Emirates and 1",United Arab Emirates,Dubai,,Engineering - Telecom/Technology
City Centre Rotana,A/C Technician,Qatar,Doha,,IT/Software Development
City Centre Rotana,A/C Technician,Qatar,Doha,,Sales/Retail
City Centre Rotana,A/C Technician,Qatar,Doha,,Engineering - Telecom/Technology
Tazweed,Mobilization Officer,United Arab Emirates,Abu Dhabi,,IT/Software Development
Tazweed,Mobilization Officer,United Arab Emirates,Abu Dhabi,,Project/Program Management
Tazweed,Mobilization Officer,United Arab Emirates,Abu Dhabi,,Engineering - Telecom/Technology
Applus+,SENIOR RESERVOIR ENGINEER,Qatar,Doha,,IT/Software Development
Applus+,SENIOR RESERVOIR ENGINEER,Qatar,Doha,,Engineering - Telecom/Technology
Applus+,SENIOR RESERVOIR ENGINEER,Qatar,Doha,,Engineering - Mechanical/Electrical
Key One Realty LLC,Web Developer,United Arab Emirates,Dubai,,Creative/Design/Art
Key One Realty LLC,Web Developer,United Arab Emirates,Dubai,,IT/Software Development
Key One Realty LLC,Web Developer,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
King Faisal Specialist Hospital & Research Centre,SECURITY MAN II,Saudi Arabia,Jeddah,,Installation/Maintenance/Repair
King Faisal Specialist Hospital & Research Centre,SECURITY MAN II,Saudi Arabia,Jeddah,,IT/Software Development
King Faisal Specialist Hospital & Research Centre,SECURITY MAN II,Saudi Arabia,Jeddah,,Engineering - Telecom/Technology
Power International Holding,G&A Cost Controller,Qatar,Doha,,Installation/Maintenance/Repair
Power International Holding,G&A Cost Controller,Qatar,Doha,,IT/Software Development
Power International Holding,G&A Cost Controller,Qatar,Doha,,Engineering - Telecom/Technology
Ernst & Young - MENA,Lead Talent Consultant (HR Business Partner),Kuwait,Kuwait City,,Human Resources
Ernst & Young - MENA,Lead Talent Consultant (HR Business Partner),Kuwait,Kuwait City,,IT/Software Development
Ernst & Young - MENA,Lead Talent Consultant (HR Business Partner),Kuwait,Kuwait City,,Engineering - Telecom/Technology
IQRA Network,Full Stack Web Developer,Egypt,Cairo,,Creative/Design/Art
IQRA Network,Full Stack Web Developer,Egypt,Cairo,,IT/Software Development
IQRA Network,Full Stack Web Developer,Egypt,Cairo,,Engineering - Telecom/Technology
Engosoft,IT Specialist,Egypt,Cairo,Nasr City,Installation/Maintenance/Repair
Engosoft,IT Specialist,Egypt,Cairo,Nasr City,IT/Software Development
Engosoft,IT Specialist,Egypt,Cairo,Nasr City,Engineering - Telecom/Technology
John Wood Group PLC,Senior Engineer (Cost Control),United Arab Emirates,Dubai,,IT/Software Development
John Wood Group PLC,Senior Engineer (Cost Control),United Arab Emirates,Dubai,,Engineering - Telecom/Technology
John Wood Group PLC,Senior Engineer (Cost Control),United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
CRE Venture Capital,Integration Engineer - MENA,Egypt,Cairo,,IT/Software Development
CRE Venture Capital,Integration Engineer - MENA,Egypt,Cairo,,Engineering - Telecom/Technology
CRE Venture Capital,Integration Engineer - MENA,Egypt,Cairo,,Engineering - Mechanical/Electrical
John Wood Group PLC,Senior Engineer ( Metallurgy ),United Arab Emirates,Dubai,,IT/Software Development
John Wood Group PLC,Senior Engineer ( Metallurgy ),United Arab Emirates,Dubai,,Engineering - Telecom/Technology
John Wood Group PLC,Senior Engineer ( Metallurgy ),United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
AECOM,Engineer - Construction,Saudi Arabia,Riyadh,,IT/Software Development
AECOM,Engineer - Construction,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
AECOM,Engineer - Construction,Saudi Arabia,Riyadh,,Engineering - Mechanical/Electrical
John Wood Group PLC,Senior Engineer (Project Control),United Arab Emirates,Dubai,,IT/Software Development
John Wood Group PLC,Senior Engineer (Project Control),United Arab Emirates,Dubai,,Engineering - Telecom/Technology
John Wood Group PLC,Senior Engineer (Project Control),United Arab Emirates,Dubai,,Engineering - Mechanical/Electrical
Giza Arabia Systems,Senior Presales Consultant - RS,Egypt,Cairo,,IT/Software Development
Giza Arabia Systems,Senior Presales Consultant - RS,Egypt,Cairo,,Sales/Retail
Giza Arabia Systems,Senior Presales Consultant - RS,Egypt,Cairo,,Engineering - Telecom/Technology
Sio365,ENQUIRY FOR END CAP,United Arab Emirates,Abu Dhabi,,Customer Service/Support
Sio365,ENQUIRY FOR END CAP,United Arab Emirates,Abu Dhabi,,IT/Software Development
Sio365,ENQUIRY FOR END CAP,United Arab Emirates,Abu Dhabi,,Engineering - Mechanical/Electrical
Oracle - Egypt,Technical Project Manager (ACS-CSS),Egypt,Cairo,,Engineering - Construction/Civil/Architecture
Oracle - Egypt,Technical Project Manager (ACS-CSS),Egypt,Cairo,,IT/Software Development
Oracle - Egypt,Technical Project Manager (ACS-CSS),Egypt,Cairo,,Project/Program Management
Applus+,SENIOR PETROLEUM ENGINEER,Qatar,Doha,,IT/Software Development
Applus+,SENIOR PETROLEUM ENGINEER,Qatar,Doha,,Engineering - Telecom/Technology
Applus+,SENIOR PETROLEUM ENGINEER,Qatar,Doha,,Engineering - Mechanical/Electrical
"Arista Networks, Inc.",Network Systems Engineer (Pre-Sales) - Cloud Networking,Saudi Arabia,Riyadh,,Installation/Maintenance/Repair
"Arista Networks, Inc.",Network Systems Engineer (Pre-Sales) - Cloud Networking,Saudi Arabia,Riyadh,,IT/Software Development
"Arista Networks, Inc.",Network Systems Engineer (Pre-Sales) - Cloud Networking,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Amazon Web Services MENA FZ-LLC,"Senior Solutions Architect, UAE Commercial",United Arab Emirates,Dubai,,IT/Software Development
Amazon Web Services MENA FZ-LLC,"Senior Solutions Architect, UAE Commercial",United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Transguard group,Senior Analyst - Forecasting and Research,United Arab Emirates,Dubai,,IT/Software Development
Transguard group,Senior Analyst - Forecasting and Research,United Arab Emirates,Dubai,,Analyst/Research
Transguard group,Senior Analyst - Forecasting and Research,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Stantec,Lany Surveyor,United Arab Emirates,Dubai,,Customer Service/Support
Stantec,Lany Surveyor,United Arab Emirates,Dubai,,IT/Software Development
Stantec,Lany Surveyor,United Arab Emirates,Dubai,,Sales/Retail
ADCB Abu Dhabi Commercial Bank,Senior Compliance Analyst (Client Acceptance) - For UAE Nationals,United Arab Emirates,Dubai,,IT/Software Development
ADCB Abu Dhabi Commercial Bank,Senior Compliance Analyst (Client Acceptance) - For UAE Nationals,United Arab Emirates,Dubai,,Analyst/Research
ADCB Abu Dhabi Commercial Bank,Senior Compliance Analyst (Client Acceptance) - For UAE Nationals,United Arab Emirates,Dubai,,Engineering - Telecom/Technology
Gulf Business Machines PND,Application Architect: Oracle Enterprise Applications (SCM),Saudi Arabia,Riyadh,,Installation/Maintenance/Repair
Gulf Business Machines PND,Application Architect: Oracle Enterprise Applications (SCM),Saudi Arabia,Riyadh,,IT/Software Development
Gulf Business Machines PND,Application Architect: Oracle Enterprise Applications (SCM),Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Professional Recruitment,CRM Developer,Saudi Arabia,Riyadh,,Business Development
Professional Recruitment,CRM Developer,Saudi Arabia,Riyadh,,IT/Software Development
Professional Recruitment,CRM Developer,Saudi Arabia,Riyadh,,Sales/Retail
Amazon Web Services EMEA Dubai FZ Branch - Q29,"Education Strategic Accounts Lead, EMEA-PS",United Arab Emirates,Dubai,,IT/Software Development
Amazon Web Services EMEA Dubai FZ Branch - Q29,"Education Strategic Accounts Lead, EMEA-PS",United Arab Emirates,Dubai,,Marketing/PR/Advertising
Amazon Web Services EMEA Dubai FZ Branch - Q29,"Education Strategic Accounts Lead, EMEA-PS",United Arab Emirates,Dubai,,Sales/Retail
Justmop,Quality & Operations Executive (KSA-Riyadh),Saudi Arabia,Riyadh,,IT/Software Development
Justmop,Quality & Operations Executive (KSA-Riyadh),Saudi Arabia,Riyadh,,Quality
Justmop,Quality & Operations Executive (KSA-Riyadh),Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Jasara Program Management Company,Senior Quality Manager,Saudi Arabia,Riyadh,,IT/Software Development
Jasara Program Management Company,Senior Quality Manager,Saudi Arabia,Riyadh,,Quality
Jasara Program Management Company,Senior Quality Manager,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Horizon Agency,Flutter Developer,Egypt,Cairo,New Cairo,IT/Software Development
Horizon Agency,Front End Developer,Egypt,Cairo,New Cairo,IT/Software Development
Horizon Agency,Back End Developer (PHP),Egypt,Cairo,New Cairo,IT/Software Development
eT3 - Tomorrow Information Technology,Senior Data Architect/Modeler,Egypt,Cairo,New Cairo,IT/Software Development
eT3 - Tomorrow Information Technology,Senior Data Architect/Modeler,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
Carpet Land,Program Developer,Egypt,Cairo,Mokattam,IT/Software Development
Link Datacenter,Technical Lead (Full-Stack\.Net Core & Angluar),Egypt,Cairo,Maadi,IT/Software Development
Link Datacenter,Technical Lead (Full-Stack\.Net Core & Angluar),Egypt,Cairo,Maadi,Operations/Management
Link Datacenter,Technical Lead (Full-Stack\.Net Core & Angluar),Egypt,Cairo,Maadi,Engineering - Telecom/Technology
GET Group- Egypt,Senior .NET Developer,Egypt,Cairo,,IT/Software Development
GET Group- Egypt,Senior .NET Developer,Egypt,Cairo,,Engineering - Telecom/Technology
Link Datacenter,Senior Full Stack Developer (.Net & Angular 14+),Egypt,Cairo,Maadi,Creative/Design/Art
Link Datacenter,Senior Full Stack Developer (.Net & Angular 14+),Egypt,Cairo,Maadi,IT/Software Development
Link Datacenter,Senior Full Stack Developer (.Net & Angular 14+),Egypt,Cairo,Maadi,Engineering - Telecom/Technology
Al Ahly Momkn for e-payment,Presales Engineer,Egypt,Cairo,Maadi,IT/Software Development
Charisma Design,Software Tester,Egypt,Cairo,Nasr City,IT/Software Development
Premier Services and Recruitment,Senior Odoo Implementer,Egypt,Cairo,New Cairo,IT/Software Development
Premier Services and Recruitment,Senior Odoo Implementer,Egypt,Cairo,New Cairo,Engineering - Telecom/Technology
Raytheon,Information Technology Analyst,Saudi Arabia,Riyadh,,IT/Software Development
Raytheon,Information Technology Analyst,Saudi Arabia,Riyadh,,Analyst/Research
Raytheon,Information Technology Analyst,Saudi Arabia,Riyadh,,Engineering - Telecom/Technology
Raytheon,"Senior Analyst, Procurement",Saudi Arabia,Riyadh,,IT/Software Development
